"riskiness (0 =  good, 1 = bad)",principal,"past_due_days (cutoff on 12/8/2016, negative means paid early)","education (0 = high school or below, 1 = some college, 2 = bachelor, 3 = master or above)",age,"gender (0 = male, 1 = female)","money_in_checking_account (0 = less than 0 or no account, 1 = between 0 and 10000, 2 = more than 10000)","credit_history (0 = no credits taken or all credits paid back on time, 1 = existing credits paid back on time until now, 2 = delay in paying back in the past, 3 = critical account/credits at other banks)",credit_amount,"money_in_savings (0 = unknown or no savings account, 1 = less than 1000, 2 = between 1000 and 5000, 3 = between 5000 and 10000, 4 = over 10000)","years_at_present_employment (0 = unemployed, 1 = less than 1 year, 2 = between 1 and 4 years, 3 = between 4 and 7 years, 4 = more than 7 years)",years_at_current_address,"rent_housing (0 = no, 1 = yes)","own_housing (0 = no, 1 = yes)","free_housing (0 = no, 1 = yes)",number_of_credits_at_this_bank,"is_employed (0 = unemployed, 1 = employed)",number_of_dependents,"is_foreign_worker (0 = no, 1 = yes)"
1,,,,28,0,0,1,1216,1,1,3,1,0,0,1,1,1,1
1,,,,35,1,1,3,1216,2,1,4,0,1,0,2,1,2,1
1,,,,32,0,0,1,1216,1,1,3,1,0,0,1,1,1,1
1,,,,25,0,1,3,1216,2,1,4,0,1,0,2,1,2,1
1,,,,20,1,0,1,1216,1,1,3,1,0,0,1,1,1,1
1,,,,27,1,1,3,1216,2,1,4,0,1,0,2,1,2,1
1,,,,42,0,0,1,1216,1,1,3,1,0,0,1,1,1,1
1,,,,37,0,1,3,1216,2,1,4,0,1,0,2,1,2,1
1,,,,24,1,0,1,1216,1,1,3,1,0,0,1,1,1,1
1,,,,40,1,0,1,1217,1,2,3,0,1,0,1,1,1,1
1,,,,46,0,0,1,1217,1,2,3,0,1,0,1,1,1,1
1,,,,26,0,0,1,1217,1,2,3,0,1,0,1,1,1,1
1,,,,24,1,0,1,1217,1,2,3,0,1,0,1,1,1,1
1,,,,29,0,0,1,1217,1,2,3,0,1,0,1,1,1,1
0,,,,40,1,0,3,1221,0,2,2,0,1,0,2,1,1,1
0,,,,36,0,0,3,1221,0,2,2,0,1,0,2,1,1,1
0,,,,28,0,0,3,1221,0,2,2,0,1,0,2,1,1,1
0,,,,27,0,0,3,1221,0,2,2,0,1,0,2,1,1,1
0,,,,36,0,0,3,1221,0,2,2,0,1,0,2,1,1,1
1,,,,38,0,1,1,1223,1,4,1,1,0,0,2,1,1,1
1,,,,48,0,1,1,1223,1,4,1,1,0,0,2,1,1,1
1,,,,36,0,1,1,1223,1,4,1,1,0,0,2,1,1,1
1,,,,65,1,1,1,1223,1,4,1,1,0,0,2,1,1,1
1,,,,43,0,1,1,1223,1,4,1,1,0,0,2,1,1,1
0,,,,53,1,0,3,1224,1,2,1,0,1,0,2,1,1,1
0,,,,34,0,0,3,1224,1,2,1,0,1,0,2,1,1,1
0,,,,23,0,0,3,1224,1,2,1,0,1,0,2,1,1,1
0,,,,34,0,0,3,1224,1,2,1,0,1,0,2,1,1,1
0,,,,40,0,0,3,1224,1,2,1,0,1,0,2,1,1,1
0,,,,43,0,2,1,1225,1,2,2,0,1,0,1,1,1,1
0,,,,46,0,2,1,1225,1,2,2,0,1,0,1,1,1,1
0,,,,38,0,2,1,1225,1,2,2,0,1,0,1,1,1,1
0,,,,34,0,2,1,1225,1,2,2,0,1,0,1,1,1,1
0,,,,29,0,2,1,1225,1,2,2,0,1,0,1,1,1,1
1,,,,31,0,0,1,1228,1,2,2,0,1,0,1,1,1,1
1,,,,28,1,0,1,1228,1,2,2,0,1,0,1,1,1,1
1,,,,35,1,0,1,1228,1,2,2,0,1,0,1,1,1,1
1,,,,33,1,0,1,1228,1,2,2,0,1,0,1,1,1,1
1,,,,42,0,0,1,1228,1,2,2,0,1,0,1,1,1,1
0,,,,43,0,0,3,1231,1,4,4,0,1,0,2,1,2,0
0,,,,44,0,0,3,1231,4,4,4,1,0,0,2,1,1,1
0,,,,42,0,0,3,1231,1,4,4,0,1,0,2,1,2,0
0,,,,40,0,0,3,1231,4,4,4,1,0,0,2,1,1,1
0,,,,36,0,0,3,1231,1,4,4,0,1,0,2,1,2,0
0,,,,20,0,0,3,1231,4,4,4,1,0,0,2,1,1,1
0,,,,24,0,0,3,1231,1,4,4,0,1,0,2,1,2,0
0,,,,27,0,0,3,1231,4,4,4,1,0,0,2,1,1,1
0,,,,46,1,0,3,1231,1,4,4,0,1,0,2,1,2,0
0,,,,33,1,0,3,1231,4,4,4,1,0,0,2,1,1,1
0,,,,34,1,0,1,1236,1,1,4,1,0,0,1,1,1,1
0,,,,25,1,0,1,1236,3,2,4,1,0,0,1,1,1,1
0,,,,25,1,0,1,1236,1,1,4,1,0,0,1,1,1,1
0,,,,28,0,0,1,1236,3,2,4,1,0,0,1,1,1,1
0,,,,31,0,0,1,1236,1,1,4,1,0,0,1,1,1,1
0,,,,32,1,0,1,1236,3,2,4,1,0,0,1,1,1,1
0,,,,32,0,0,1,1236,1,1,4,1,0,0,1,1,1,1
0,,,,68,0,0,1,1236,3,2,4,1,0,0,1,1,1,1
0,,,,33,0,0,1,1236,1,1,4,1,0,0,1,1,1,1
0,,,,39,0,0,1,1236,3,2,4,1,0,0,1,1,1,1
1,,,,28,1,1,1,1237,1,2,4,0,1,0,1,1,1,1
0,,,,37,0,0,3,1237,2,2,1,0,1,0,2,1,1,1
1,,,,22,1,1,1,1237,1,2,4,0,1,0,1,1,1,1
0,,,,30,0,0,3,1237,2,2,1,0,1,0,2,1,1,1
1,,,,55,0,1,1,1237,1,2,4,0,1,0,1,1,1,1
0,,,,46,0,0,3,1237,2,2,1,0,1,0,2,1,1,1
1,,,,21,1,1,1,1237,1,2,4,0,1,0,1,1,1,1
0,,,,39,0,0,3,1237,2,2,1,0,1,0,2,1,1,1
1,,,,58,0,1,1,1237,1,2,4,0,1,0,1,1,1,1
0,,,,43,0,0,3,1237,2,2,1,0,1,0,2,1,1,1
0,,,,24,0,0,1,1238,0,0,4,0,1,0,1,1,2,1
0,,,,22,1,0,1,1238,0,0,4,0,1,0,1,1,2,1
0,,,,30,0,0,1,1238,0,0,4,0,1,0,1,1,2,1
0,,,,42,0,0,1,1238,0,0,4,0,1,0,1,1,2,1
0,,,,23,1,0,1,1238,0,0,4,0,1,0,1,1,2,1
0,,,,30,0,1,1,1239,0,2,4,0,0,1,1,1,1,1
0,,,,28,1,1,1,1239,0,2,4,0,0,1,1,1,1,1
0,,,,30,0,1,1,1239,0,2,4,0,0,1,1,1,1,1
0,,,,42,0,1,1,1239,0,2,4,0,0,1,1,1,1,1
0,,,,46,0,1,1,1239,0,2,4,0,0,1,1,1,1,1
0,,,,45,0,0,3,1240,0,4,2,0,1,0,2,1,1,1
1,,,,31,0,2,1,1240,2,4,4,0,0,1,1,1,2,1
0,,,,31,0,0,3,1240,0,4,2,0,1,0,2,1,1,1
1,,,,42,0,2,1,1240,2,4,4,0,0,1,1,1,2,1
0,,,,46,1,0,3,1240,0,4,2,0,1,0,2,1,1,1
1,,,,30,1,2,1,1240,2,4,4,0,0,1,1,1,2,1
0,,,,30,0,0,3,1240,0,4,2,0,1,0,2,1,1,1
1,,,,38,0,2,1,1240,2,4,4,0,0,1,1,1,2,1
0,,,,43,0,0,3,1240,0,4,2,0,1,0,2,1,1,1
1,,,,31,0,2,1,1240,2,4,4,0,0,1,1,1,2,1
0,,,,40,0,0,3,1244,0,4,4,1,0,0,2,1,1,1
0,,,,24,0,0,3,1244,0,4,4,1,0,0,2,1,1,1
0,,,,28,1,0,3,1244,0,4,4,1,0,0,2,1,1,1
0,,,,26,1,0,3,1244,0,4,4,1,0,0,2,1,1,1
0,,,,29,1,0,3,1244,0,4,4,1,0,0,2,1,1,1
1,,,,57,1,1,3,1245,1,2,2,0,1,0,1,1,1,1
1,,,,49,0,1,3,1245,1,2,2,0,1,0,1,1,1,1
1,,,,37,0,1,3,1245,1,2,2,0,1,0,1,1,1,1
1,,,,45,0,1,3,1245,1,2,2,0,1,0,1,1,1,1
1,,,,30,0,1,3,1245,1,2,2,0,1,0,1,1,1,1
1,,,,30,0,1,1,1246,1,1,2,0,1,0,1,1,1,1
1,,,,47,0,1,1,1246,1,1,2,0,1,0,1,1,1,1
1,,,,29,0,1,1,1246,1,1,2,0,1,0,1,1,1,1
1,,,,35,0,1,1,1246,1,1,2,0,1,0,1,1,1,1
1,,,,22,0,1,1,1246,1,1,2,0,1,0,1,1,1,1
0,,,,26,1,0,1,1249,1,1,2,0,1,0,1,1,1,1
0,,,,23,0,0,1,1249,1,1,2,0,1,0,1,1,1,1
0,,,,54,1,0,1,1249,1,1,2,0,1,0,1,1,1,1
0,,,,29,0,0,1,1249,1,1,2,0,1,0,1,1,1,1
0,,,,40,0,0,1,1249,1,1,2,0,1,0,1,1,1,1
0,,,,22,0,0,3,1255,1,4,4,0,1,0,2,1,1,1
0,,,,43,0,0,3,1255,1,4,4,0,1,0,2,1,1,1
0,,,,29,1,0,3,1255,1,4,4,0,1,0,2,1,1,1
0,,,,36,0,0,3,1255,1,4,4,0,1,0,2,1,1,1
0,,,,33,1,0,3,1255,1,4,4,0,1,0,2,1,1,1
0,,,,57,1,0,1,1258,1,3,1,0,1,0,1,1,1,1
0,,,,64,1,0,3,1258,1,1,4,1,0,0,2,1,1,1
0,,,,42,0,2,1,1258,3,2,3,0,1,0,1,1,1,1
0,,,,47,0,0,1,1258,1,3,1,0,1,0,1,1,1,1
0,,,,25,0,0,3,1258,1,1,4,1,0,0,2,1,1,1
0,,,,49,0,2,1,1258,3,2,3,0,1,0,1,1,1,1
0,,,,33,0,0,1,1258,1,3,1,0,1,0,1,1,1,1
0,,,,28,1,0,3,1258,1,1,4,1,0,0,2,1,1,1
0,,,,26,0,2,1,1258,3,2,3,0,1,0,1,1,1,1
0,,,,30,0,0,1,1258,1,3,1,0,1,0,1,1,1,1
0,,,,25,1,0,3,1258,1,1,4,1,0,0,2,1,1,1
0,,,,33,0,2,1,1258,3,2,3,0,1,0,1,1,1,1
0,,,,64,1,0,1,1258,1,3,1,0,1,0,1,1,1,1
0,,,,29,0,0,3,1258,1,1,4,1,0,0,2,1,1,1
0,,,,48,0,2,1,1258,3,2,3,0,1,0,1,1,1,1
0,,,,37,0,0,1,1262,1,2,2,0,1,0,1,1,1,1
0,,,,34,0,0,1,1262,3,3,3,0,1,0,2,1,1,1
0,,,,23,0,0,1,1262,0,4,4,0,1,0,1,1,1,1
0,,,,30,0,0,1,1262,1,2,2,0,1,0,1,1,1,1
0,,,,50,0,0,1,1262,3,3,3,0,1,0,2,1,1,1
0,,,,31,1,0,1,1262,0,4,4,0,1,0,1,1,1,1
0,,,,40,0,0,1,1262,1,2,2,0,1,0,1,1,1,1
0,,,,38,0,0,1,1262,3,3,3,0,1,0,2,1,1,1
0,,,,23,0,0,1,1262,0,4,4,0,1,0,1,1,1,1
0,,,,27,0,0,1,1262,1,2,2,0,1,0,1,1,1,1
0,,,,67,0,0,1,1262,3,3,3,0,1,0,2,1,1,1
0,,,,22,1,0,1,1262,0,4,4,0,1,0,1,1,1,1
0,,,,49,0,0,1,1262,1,2,2,0,1,0,1,1,1,1
0,,,,45,0,0,1,1262,3,3,3,0,1,0,2,1,1,1
0,,,,53,0,0,1,1262,0,4,4,0,1,0,1,1,1,1
0,,,,35,0,0,3,1264,0,4,4,1,0,0,1,1,1,1
1,,,,53,0,1,0,1264,2,2,2,1,0,0,1,1,1,1
0,,,,35,0,0,3,1264,0,4,4,1,0,0,1,1,1,1
1,,,,61,0,1,0,1264,2,2,2,1,0,0,1,1,1,1
0,,,,28,0,0,3,1264,0,4,4,1,0,0,1,1,1,1
1,,,,25,1,1,0,1264,2,2,2,1,0,0,1,1,1,1
0,,,,24,1,0,3,1264,0,4,4,1,0,0,1,1,1,1
1,,,,22,1,1,0,1264,2,2,2,1,0,0,1,1,1,1
0,,,,60,0,0,3,1264,0,4,4,1,0,0,1,1,1,1
1,,,,28,1,1,0,1264,2,2,2,1,0,0,1,1,1,1
1,,,,32,1,2,3,1271,0,2,4,0,0,1,2,1,1,1
1,,,,53,0,2,3,1271,0,2,4,0,0,1,2,1,1,1
1,,,,25,0,2,3,1271,0,2,4,0,0,1,2,1,1,1
1,,,,44,1,2,3,1271,0,2,4,0,0,1,2,1,1,1
1,,,,31,0,2,3,1271,0,2,4,0,0,1,2,1,1,1
1,,,,48,0,0,1,1274,1,1,1,0,1,0,1,1,1,1
1,,,,44,0,0,1,1274,1,1,1,0,1,0,1,1,1,1
1,,,,48,0,0,1,1274,1,1,1,0,1,0,1,1,1,1
1,,,,44,0,0,1,1274,1,1,1,0,1,0,1,1,1,1
1,,,,26,0,0,1,1274,1,1,1,0,1,0,1,1,1,1
1,,,,36,0,0,1,1275,0,2,2,1,0,0,1,1,1,1
0,,,,39,0,2,1,1275,1,1,2,0,1,0,1,1,1,1
0,,,,42,1,2,3,1275,4,2,4,0,1,0,2,1,1,1
1,,,,34,0,0,1,1275,0,2,2,1,0,0,1,1,1,1
0,,,,63,0,2,1,1275,1,1,2,0,1,0,1,1,1,1
0,,,,36,0,2,3,1275,4,2,4,0,1,0,2,1,1,1
1,,,,27,0,0,1,1275,0,2,2,1,0,0,1,1,1,1
0,,,,30,0,2,1,1275,1,1,2,0,1,0,1,1,1,1
0,,,,57,0,2,3,1275,4,2,4,0,1,0,2,1,1,1
1,,,,33,1,0,1,1275,0,2,2,1,0,0,1,1,1,1
0,,,,25,0,2,1,1275,1,1,2,0,1,0,1,1,1,1
0,,,,31,0,2,3,1275,4,2,4,0,1,0,2,1,1,1
1,,,,37,0,0,1,1275,0,2,2,1,0,0,1,1,1,1
0,,,,37,0,2,1,1275,1,1,2,0,1,0,1,1,1,1
0,,,,24,0,2,3,1275,4,2,4,0,1,0,2,1,1,1
0,,,,30,0,0,1,1278,1,4,1,0,1,0,1,1,1,1
0,,,,26,0,0,1,1278,1,4,1,0,1,0,1,1,1,1
0,,,,44,0,0,1,1278,1,4,1,0,1,0,1,1,1,1
0,,,,24,0,0,1,1278,1,4,1,0,1,0,1,1,1,1
0,,,,58,1,0,1,1278,1,4,1,0,1,0,1,1,1,1
1,,,,35,1,0,1,1282,2,2,2,0,1,0,1,1,1,1
1,,,,39,0,0,1,1282,1,2,4,1,0,0,1,1,1,1
1,,,,23,1,0,1,1282,2,2,2,0,1,0,1,1,1,1
1,,,,39,0,0,1,1282,1,2,4,1,0,0,1,1,1,1
1,,,,28,1,0,1,1282,2,2,2,0,1,0,1,1,1,1
1,,,,29,0,0,1,1282,1,2,4,1,0,0,1,1,1,1
1,,,,30,0,0,1,1282,2,2,2,0,1,0,1,1,1,1
1,,,,25,0,0,1,1282,1,2,4,1,0,0,1,1,1,1
1,,,,31,0,0,1,1282,2,2,2,0,1,0,1,1,1,1
1,,,,57,0,0,1,1282,1,2,4,1,0,0,1,1,1,1
0,,,,26,0,0,1,1283,0,3,4,1,0,0,1,1,1,1
0,,,,52,0,0,1,1283,0,3,4,1,0,0,1,1,1,1
0,,,,31,1,0,1,1283,0,3,4,1,0,0,1,1,1,1
0,,,,23,1,0,1,1283,0,3,4,1,0,0,1,1,1,1
0,,,,23,1,0,1,1283,0,3,4,1,0,0,1,1,1,1
1,,,,27,0,0,1,1285,0,3,4,1,0,0,1,1,1,1
1,,,,50,0,0,1,1285,0,3,4,1,0,0,1,1,1,1
1,,,,61,0,0,1,1285,0,3,4,1,0,0,1,1,1,1
1,,,,25,0,0,1,1285,0,3,4,1,0,0,1,1,1,1
1,,,,26,1,0,1,1285,0,3,4,1,0,0,1,1,1,1
0,,,,48,0,0,1,1287,0,4,2,0,1,0,1,1,1,0
0,,,,29,1,0,3,1287,4,4,4,0,1,0,2,1,1,1
0,,,,22,0,0,1,1287,0,4,2,0,1,0,1,1,1,0
0,,,,37,0,0,3,1287,4,4,4,0,1,0,2,1,1,1
0,,,,25,1,0,1,1287,0,4,2,0,1,0,1,1,1,0
0,,,,30,1,0,3,1287,4,4,4,0,1,0,2,1,1,1
0,,,,46,0,0,1,1287,0,4,2,0,1,0,1,1,1,0
0,,,,51,0,0,3,1287,4,4,4,0,1,0,2,1,1,1
0,,,,41,1,0,1,1287,0,4,2,0,1,0,1,1,1,0
0,,,,40,0,0,3,1287,4,4,4,0,1,0,2,1,1,1
0,,,,66,0,0,3,1288,2,4,4,0,1,0,2,1,2,0
0,,,,34,0,0,3,1288,2,4,4,0,1,0,2,1,2,0
0,,,,51,0,0,3,1288,2,4,4,0,1,0,2,1,2,0
0,,,,39,0,0,3,1288,2,4,4,0,1,0,2,1,2,0
0,,,,22,0,0,3,1288,2,4,4,0,1,0,2,1,2,0
0,,,,44,1,0,1,1289,1,2,1,0,1,0,1,1,1,1
0,,,,47,0,0,1,1289,1,2,1,0,1,0,1,1,1,1
0,,,,24,1,0,1,1289,1,2,1,0,1,0,1,1,1,1
0,,,,58,1,0,1,1289,1,2,1,0,1,0,1,1,1,1
0,,,,52,0,0,1,1289,1,2,1,0,1,0,1,1,1,1
0,,,,29,1,0,3,1291,1,2,2,0,1,0,2,1,1,1
0,,,,27,1,0,3,1291,1,2,2,0,1,0,2,1,1,1
0,,,,47,0,0,3,1291,1,2,2,0,1,0,2,1,1,1
0,,,,30,0,0,3,1291,1,2,2,0,1,0,2,1,1,1
0,,,,28,0,0,3,1291,1,2,2,0,1,0,2,1,1,1
1,,,,56,0,1,1,1295,1,1,1,1,0,0,1,1,1,1
0,,,,54,0,1,3,1295,1,1,1,0,1,0,2,1,1,1
1,,,,33,1,1,1,1295,1,1,1,1,0,0,1,1,1,1
0,,,,20,0,1,3,1295,1,1,1,0,1,0,2,1,1,1
1,,,,54,0,1,1,1295,1,1,1,1,0,0,1,1,1,1
0,,,,58,0,1,3,1295,1,1,1,0,1,0,2,1,1,1
1,,,,61,1,1,1,1295,1,1,1,1,0,0,1,1,1,1
0,,,,34,0,1,3,1295,1,1,1,0,1,0,2,1,1,1
1,,,,36,0,1,1,1295,1,1,1,1,0,0,1,1,1,1
0,,,,36,0,1,3,1295,1,1,1,0,1,0,2,1,1,1
0,,,,41,0,2,1,1297,1,2,4,1,0,0,1,1,1,1
0,,,,24,0,2,1,1297,1,2,4,1,0,0,1,1,1,1
0,,,,24,1,2,1,1297,1,2,4,1,0,0,1,1,1,1
0,,,,35,0,2,1,1297,1,2,4,1,0,0,1,1,1,1
0,,,,26,0,2,1,1297,1,2,4,1,0,0,1,1,1,1
0,,,,39,0,2,3,1299,1,2,1,0,1,0,3,0,2,0
0,,,,39,0,2,3,1299,1,2,1,0,1,0,3,0,2,0
0,,,,32,0,2,3,1299,1,2,1,0,1,0,3,0,2,0
0,,,,30,1,2,3,1299,1,2,1,0,1,0,3,0,2,0
0,,,,35,0,2,3,1299,1,2,1,0,1,0,3,0,2,0
0,,,,31,0,0,1,1300,0,4,4,0,0,1,1,1,2,1
0,,,,23,1,0,1,1300,0,4,4,0,0,1,1,1,2,1
0,,,,28,0,0,1,1300,0,4,4,0,0,1,1,1,2,1
0,,,,25,1,0,1,1300,0,4,4,0,0,1,1,1,2,1
0,,,,35,0,0,1,1300,0,4,4,0,0,1,1,1,2,1
0,,,,47,0,1,1,1301,1,4,2,0,1,0,1,1,1,1
0,,,,30,1,1,1,1301,1,4,2,0,1,0,1,1,1,1
0,,,,27,1,1,1,1301,1,4,2,0,1,0,1,1,1,1
0,,,,23,1,1,1,1301,1,4,2,0,1,0,1,1,1,1
0,,,,36,0,1,1,1301,1,4,2,0,1,0,1,1,1,1
0,,,,25,1,1,1,1308,1,4,4,0,1,0,2,1,1,1
0,,,,41,1,1,1,1308,1,4,4,0,1,0,2,1,1,1
0,,,,24,0,1,1,1308,1,4,4,0,1,0,2,1,1,1
0,,,,63,0,1,1,1308,1,4,4,0,1,0,2,1,1,1
0,,,,27,1,1,1,1308,1,4,4,0,1,0,2,1,1,1
1,,,,30,0,0,1,1309,0,2,4,0,1,0,1,1,1,1
1,,,,40,0,0,1,1309,0,2,4,0,1,0,1,1,1,1
1,,,,30,0,0,1,1309,0,2,4,0,1,0,1,1,1,1
1,,,,34,0,0,1,1309,0,2,4,0,1,0,1,1,1,1
1,,,,29,1,0,1,1309,0,2,4,0,1,0,1,1,1,1
0,,,,24,1,0,1,1311,2,3,3,0,1,0,1,1,1,1
0,,,,29,0,0,1,1311,2,3,3,0,1,0,1,1,1,1
0,,,,27,0,0,1,1311,2,3,3,0,1,0,1,1,1,1
0,,,,47,0,0,1,1311,2,3,3,0,1,0,1,1,1,1
0,,,,21,1,0,1,1311,2,3,3,0,1,0,1,1,1,1
0,,,,38,1,0,1,1313,1,4,4,0,1,0,1,1,1,1
0,,,,27,0,0,1,1313,1,4,4,0,1,0,1,1,1,1
0,,,,66,0,0,1,1313,1,4,4,0,1,0,1,1,1,1
0,,,,35,0,0,1,1313,1,4,4,0,1,0,1,1,1,1
0,,,,44,1,0,1,1313,1,4,4,0,1,0,1,1,1,1
0,,,,27,0,0,3,1316,3,2,2,0,1,0,2,1,1,1
0,,,,30,1,0,3,1316,3,2,2,0,1,0,2,1,1,1
0,,,,27,0,0,3,1316,3,2,2,0,1,0,2,1,1,1
0,,,,22,0,0,3,1316,3,2,2,0,1,0,2,1,1,1
0,,,,23,1,0,3,1316,3,2,2,0,1,0,2,1,1,1
0,,,,30,0,1,1,1318,4,4,4,0,1,0,1,1,1,1
0,,,,39,1,1,1,1318,4,4,4,0,1,0,1,1,1,1
0,,,,51,1,1,1,1318,4,4,4,0,1,0,1,1,1,1
0,,,,28,0,1,1,1318,4,4,4,0,1,0,1,1,1,1
0,,,,46,0,1,1,1318,4,4,4,0,1,0,1,1,1,1
0,,,,42,0,1,3,1322,4,2,4,0,1,0,2,1,1,1
0,,,,38,0,1,3,1322,4,2,4,0,1,0,2,1,1,1
0,,,,24,0,1,3,1322,4,2,4,0,1,0,2,1,1,1
0,,,,29,1,1,3,1322,4,2,4,0,1,0,2,1,1,1
0,,,,36,0,1,3,1322,4,2,4,0,1,0,2,1,1,1
0,,,,20,1,2,3,1323,2,4,4,0,1,0,2,1,2,1
0,,,,48,0,2,3,1323,2,4,4,0,1,0,2,1,2,1
0,,,,45,0,2,3,1323,2,4,4,0,1,0,2,1,2,1
0,,,,38,0,2,3,1323,2,4,4,0,1,0,2,1,2,1
0,,,,34,0,2,3,1323,2,4,4,0,1,0,2,1,2,1
0,,,,36,0,2,1,1330,1,1,1,0,1,0,1,1,1,1
0,,,,30,1,2,1,1330,1,1,1,0,1,0,1,1,1,1
0,,,,36,0,2,1,1330,1,1,1,0,1,0,1,1,1,1
0,,,,70,0,2,1,1330,1,1,1,0,1,0,1,1,1,1
0,,,,36,0,2,1,1330,1,1,1,0,1,0,1,1,1,1
1,,,,32,0,1,1,1331,1,1,1,0,1,0,1,1,1,1
1,,,,33,1,1,1,1331,1,1,1,0,1,0,1,1,1,1
1,,,,20,1,1,1,1331,1,1,1,0,1,0,1,1,1,1
1,,,,25,1,1,1,1331,1,1,1,0,1,0,1,1,1,1
1,,,,31,0,1,1,1331,1,1,1,0,1,0,1,1,1,1
1,,,,33,0,0,2,1333,1,0,2,0,0,1,2,1,2,1
1,,,,26,1,0,2,1333,1,0,2,0,0,1,2,1,2,1
1,,,,34,1,0,2,1333,1,0,2,0,0,1,2,1,2,1
1,,,,33,0,0,2,1333,1,0,2,0,0,1,2,1,2,1
1,,,,26,0,0,2,1333,1,0,2,0,0,1,2,1,2,1
1,,,,53,1,2,0,1337,1,1,2,0,1,0,2,1,1,1
1,,,,42,0,2,0,1337,1,1,2,0,1,0,2,1,1,1
1,,,,52,0,2,0,1337,1,1,2,0,1,0,2,1,1,1
1,,,,31,0,2,0,1337,1,1,2,0,1,0,2,1,1,1
1,,,,65,0,2,0,1337,1,1,2,0,1,0,2,1,1,1
0,,,,28,0,0,1,1338,3,2,4,0,1,0,1,1,1,1
0,,,,30,0,0,1,1338,3,2,4,0,1,0,1,1,1,1
0,,,,40,0,0,1,1338,3,2,4,0,1,0,1,1,1,1
0,,,,50,0,0,1,1338,3,2,4,0,1,0,1,1,1,1
0,,,,36,0,0,1,1338,3,2,4,0,1,0,1,1,1,1
0,,,,31,0,2,3,1343,1,4,4,0,1,0,2,1,2,0
0,,,,74,1,2,3,1343,1,4,4,0,1,0,2,1,2,0
0,,,,68,0,2,3,1343,1,4,4,0,1,0,2,1,2,0
0,,,,20,0,2,3,1343,1,4,4,0,1,0,2,1,2,0
0,,,,33,1,2,3,1343,1,4,4,0,1,0,2,1,2,0
1,,,,54,0,2,3,1344,0,3,2,0,1,0,2,1,2,1
0,,,,34,0,0,2,1344,1,2,2,0,1,0,2,1,2,1
1,,,,36,0,2,3,1344,0,3,2,0,1,0,2,1,2,1
0,,,,29,0,0,2,1344,1,2,2,0,1,0,2,1,2,1
1,,,,21,0,2,3,1344,0,3,2,0,1,0,2,1,2,1
0,,,,34,1,0,2,1344,1,2,2,0,1,0,2,1,2,1
1,,,,28,1,2,3,1344,0,3,2,0,1,0,2,1,2,1
0,,,,27,1,0,2,1344,1,2,2,0,1,0,2,1,2,1
1,,,,36,0,2,3,1344,0,3,2,0,1,0,2,1,2,1
0,,,,40,0,0,2,1344,1,2,2,0,1,0,2,1,2,1
1,,,,52,0,0,1,1345,1,2,3,0,1,0,1,1,1,1
1,,,,27,0,0,1,1345,1,2,3,0,1,0,1,1,1,1
1,,,,26,0,0,1,1345,1,2,3,0,1,0,1,1,1,1
1,,,,21,0,0,1,1345,1,2,3,0,1,0,1,1,1,1
1,,,,38,0,0,1,1345,1,2,3,0,1,0,1,1,1,1
0,,,,38,0,0,1,1346,2,4,4,0,0,1,1,1,2,1
0,,,,43,0,0,1,1346,2,4,4,0,0,1,1,1,2,1
0,,,,26,0,0,1,1346,2,4,4,0,0,1,1,1,2,1
0,,,,21,0,0,1,1346,2,4,4,0,0,1,1,1,2,1
0,,,,55,0,0,1,1346,2,4,4,0,0,1,1,1,2,1
0,,,,33,0,2,3,1347,0,3,2,0,1,0,2,1,1,1
0,,,,45,1,2,3,1347,0,3,2,0,1,0,2,1,1,1
0,,,,50,0,2,3,1347,0,3,2,0,1,0,2,1,1,1
0,,,,66,0,2,3,1347,0,3,2,0,1,0,2,1,1,1
0,,,,51,0,2,3,1347,0,3,2,0,1,0,2,1,1,1
0,,,,39,1,0,1,1352,3,0,2,1,0,0,1,0,1,1
0,,,,31,0,0,1,1352,3,0,2,1,0,0,1,0,1,1
0,,,,23,0,0,1,1352,3,0,2,1,0,0,1,0,1,1
0,,,,24,0,0,1,1352,3,0,2,1,0,0,1,0,1,1
0,,,,64,1,0,1,1352,3,0,2,1,0,0,1,0,1,1
1,,,,26,0,1,1,1355,1,1,4,0,1,0,1,1,1,1
1,,,,23,1,1,1,1355,1,1,4,0,1,0,1,1,1,1
1,,,,30,0,1,1,1355,1,1,4,0,1,0,1,1,1,1
1,,,,32,0,1,1,1355,1,1,4,0,1,0,1,1,1,1
1,,,,30,0,1,1,1355,1,1,4,0,1,0,1,1,1,1
1,,,,27,0,0,0,1358,0,4,3,0,1,0,1,1,1,1
1,,,,27,0,0,0,1358,0,4,3,0,1,0,1,1,1,1
1,,,,53,0,0,0,1358,0,4,3,0,1,0,1,1,1,1
1,,,,22,0,0,0,1358,0,4,3,0,1,0,1,1,1,1
1,,,,22,0,0,0,1358,0,4,3,0,1,0,1,1,1,1
0,,,,26,0,0,3,1360,1,2,2,0,1,0,2,1,1,1
0,,,,51,0,0,3,1360,1,2,2,0,1,0,2,1,1,1
0,,,,35,0,0,3,1360,1,2,2,0,1,0,2,1,1,1
0,,,,25,0,0,3,1360,1,2,2,0,1,0,2,1,1,1
0,,,,42,0,0,3,1360,1,2,2,0,1,0,2,1,1,1
0,,,,30,0,0,3,1361,1,1,4,0,1,0,1,1,2,0
